State,Grade,Standard ID,Standard Text,Project Name,Course Name,Match Rationale
AL,1,DLCS.18.1.17,Use digital devices with a variety of operating systems.,4.2 Holiday Fun,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.17,Use digital devices with a variety of operating systems.,4.3 Passion Project,CS Adventures with VR,"Matched CSTA 0.12; shared tokens use, systems"
AL,1,DLCS.18.1.17,Use digital devices with a variety of operating systems.,4.3 Passion Project,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.17,Use digital devices with a variety of operating systems.,5.1 Picnic Party,CS Adventures with VR,"Matched CSTA 0.12; shared tokens use, systems"
AL,1,DLCS.18.1.17,Use digital devices with a variety of operating systems.,5.1 Picnic Party,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.17,Use digital devices with a variety of operating systems.,5.2 Dinosaur Safari,CS Adventures with VR,"Matched CSTA 0.12; shared tokens use, systems"
AL,1,DLCS.18.1.17,Use digital devices with a variety of operating systems.,5.2 Dinosaur Safari,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.17,Use digital devices with a variety of operating systems.,5.3 Passion Project,CS Adventures with VR,"Matched CSTA 0.12; shared tokens use, systems"
AL,1,DLCS.18.1.17,Use digital devices with a variety of operating systems.,5.3 Passion Project,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.18,Label visible components of digital devices.,0.2 Exploring the World of CS,CS Adventures with VR,Matched CSTA 0.06; shared tokens components
AL,1,DLCS.18.1.18,Label visible components of digital devices.,0.4 Screen Smarties,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.18,Label visible components of digital devices.,0.4 Screen Smarties,CS Adventures with VR,Matched CSTA 0.06; shared tokens devices
AL,1,DLCS.18.1.18,Label visible components of digital devices.,0.5 Click Clever,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.18,Label visible components of digital devices.,0.5 Click Clever,CS Adventures with VR,Matched CSTA 0.06; shared tokens devices
AL,1,DLCS.18.1.18,Label visible components of digital devices.,0.7 Respecting Others' Work,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.18,Label visible components of digital devices.,0.7 Respecting Others' Work,CS Adventures with VR,Matched CSTA 0.06; shared tokens components
AL,1,DLCS.18.1.18,Label visible components of digital devices.,1.1 Dinosaur Hero,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.18,Label visible components of digital devices.,1.1 Dinosaur Hero,CS Adventures with VR,Matched CSTA 0.06; shared tokens components
AL,1,DLCS.18.1.18,Label visible components of digital devices.,1.2 Find the Fish,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.18,Label visible components of digital devices.,1.2 Find the Fish,CS Adventures with VR,Matched CSTA 0.06; shared tokens components
AL,1,DLCS.18.1.18,Label visible components of digital devices.,1.3 Mail Grab!,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.18,Label visible components of digital devices.,1.3 Mail Grab!,CS Adventures with VR,Matched CSTA 0.06; shared tokens components
AL,1,DLCS.18.1.18,Label visible components of digital devices.,2.1 Animal Rescue,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.18,Label visible components of digital devices.,2.1 Animal Rescue,CS Adventures with VR,Matched CSTA 0.06; shared tokens components
AL,1,DLCS.18.1.18,Label visible components of digital devices.,2.2 Halloween Parade,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.18,Label visible components of digital devices.,2.2 Halloween Parade,CS Adventures with VR,Matched CSTA 0.06; shared tokens components
AL,1,DLCS.18.1.18,Label visible components of digital devices.,2.3 Backyard Dance Party,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.18,Label visible components of digital devices.,2.3 Backyard Dance Party,CS Adventures with VR,Matched CSTA 0.06; shared tokens components
AL,1,DLCS.18.1.18,Label visible components of digital devices.,3.1 Alien Planet,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.18,Label visible components of digital devices.,3.1 Alien Planet,CS Adventures with VR,Matched CSTA 0.06; shared tokens components
AL,1,DLCS.18.1.18,Label visible components of digital devices.,3.2 Alphabet Town,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.18,Label visible components of digital devices.,3.2 Alphabet Town,CS Adventures with VR,Matched CSTA 0.06; shared tokens components
AL,1,DLCS.18.1.18,Label visible components of digital devices.,3.3 I Spy,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.18,Label visible components of digital devices.,3.3 I Spy,CS Adventures with VR,Matched CSTA 0.06; shared tokens components
AL,1,DLCS.18.1.18,Label visible components of digital devices.,4.1 The Magic Forest,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.18,Label visible components of digital devices.,4.1 The Magic Forest,CS Adventures with VR,Matched CSTA 0.06; shared tokens components
AL,1,DLCS.18.1.18,Label visible components of digital devices.,4.2 Holiday Fun,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.18,Label visible components of digital devices.,4.2 Holiday Fun,CS Adventures with VR,Matched CSTA 0.06; shared tokens components
AL,1,DLCS.18.1.18,Label visible components of digital devices.,4.3 Passion Project,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.18,Label visible components of digital devices.,4.3 Passion Project,CS Adventures with VR,Matched CSTA 0.06; shared tokens components
AL,1,DLCS.18.1.18,Label visible components of digital devices.,5.1 Picnic Party,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.18,Label visible components of digital devices.,5.1 Picnic Party,CS Adventures with VR,Matched CSTA 0.06; shared tokens components
AL,1,DLCS.18.1.18,Label visible components of digital devices.,5.2 Dinosaur Safari,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.18,Label visible components of digital devices.,5.2 Dinosaur Safari,CS Adventures with VR,Matched CSTA 0.06; shared tokens components
AL,1,DLCS.18.1.18,Label visible components of digital devices.,5.3 Passion Project,CS Adventures with VR,Matched CSTA 0.08; shared tokens devices
AL,1,DLCS.18.1.18,Label visible components of digital devices.,5.3 Passion Project,CS Adventures with VR,Matched CSTA 0.06; shared tokens components
AL,1,DLCS.18.1.19,Identify and revise problem-solving strategies to solve a simple problem.,0.3 Step by Step Superstars,CS Adventures with VR,"Matched CSTA 0.12; shared tokens problem, solve"
AL,1,DLCS.18.1.19,Identify and revise problem-solving strategies to solve a simple problem.,0.8 Data Discovery,CS Adventures with VR,Matched CSTA 0.06; shared tokens identify
AL,1,DLCS.18.1.19,Identify and revise problem-solving strategies to solve a simple problem.,4.1 The Magic Forest,CS Adventures with VR,"Matched CSTA 0.13; shared tokens simple, identify"
AL,1,DLCS.18.1.19,Identify and revise problem-solving strategies to solve a simple problem.,4.1 The Magic Forest,CS Adventures with VR,"Matched CSTA 0.12; shared tokens problem, solve"
AL,1,DLCS.18.1.19,Identify and revise problem-solving strategies to solve a simple problem.,4.2 Holiday Fun,CS Adventures with VR,"Matched CSTA 0.13; shared tokens simple, identify"
AL,1,DLCS.18.1.19,Identify and revise problem-solving strategies to solve a simple problem.,4.2 Holiday Fun,CS Adventures with VR,"Matched CSTA 0.12; shared tokens problem, solve"
AL,1,DLCS.18.1.19,Identify and revise problem-solving strategies to solve a simple problem.,4.3 Passion Project,CS Adventures with VR,"Matched CSTA 0.13; shared tokens simple, identify"
AL,1,DLCS.18.1.19,Identify and revise problem-solving strategies to solve a simple problem.,4.3 Passion Project,CS Adventures with VR,"Matched CSTA 0.12; shared tokens problem, solve"
AL,1,DLCS.18.1.19,Identify and revise problem-solving strategies to solve a simple problem.,5.1 Picnic Party,CS Adventures with VR,"Matched CSTA 0.13; shared tokens simple, identify"
AL,1,DLCS.18.1.19,Identify and revise problem-solving strategies to solve a simple problem.,5.1 Picnic Party,CS Adventures with VR,"Matched CSTA 0.12; shared tokens problem, solve"
AL,1,DLCS.18.1.19,Identify and revise problem-solving strategies to solve a simple problem.,5.2 Dinosaur Safari,CS Adventures with VR,"Matched CSTA 0.13; shared tokens simple, identify"
AL,1,DLCS.18.1.19,Identify and revise problem-solving strategies to solve a simple problem.,5.2 Dinosaur Safari,CS Adventures with VR,"Matched CSTA 0.12; shared tokens problem, solve"
AL,1,DLCS.18.1.19,Identify and revise problem-solving strategies to solve a simple problem.,5.3 Passion Project,CS Adventures with VR,"Matched CSTA 0.13; shared tokens simple, identify"
AL,1,DLCS.18.1.19,Identify and revise problem-solving strategies to solve a simple problem.,5.3 Passion Project,CS Adventures with VR,"Matched CSTA 0.12; shared tokens problem, solve"
AL,1,DLCS.18.1.2,Order events into a logical sequence or algorithm.,0.3 Step by Step Superstars,CS Adventures with VR,"Matched CSTA 0.13; shared tokens sequence, into"
AL,1,DLCS.18.1.2,Order events into a logical sequence or algorithm.,4.1 The Magic Forest,CS Adventures with VR,"Matched CSTA 0.15; shared tokens sequence, events"
AL,1,DLCS.18.1.2,Order events into a logical sequence or algorithm.,4.1 The Magic Forest,CS Adventures with VR,"Matched CSTA 0.13; shared tokens sequence, into"
AL,1,DLCS.18.1.2,Order events into a logical sequence or algorithm.,4.1 The Magic Forest,CS Adventures with VR,Matched CSTA 0.07; shared tokens algorithm
AL,1,DLCS.18.1.2,Order events into a logical sequence or algorithm.,4.2 Holiday Fun,CS Adventures with VR,"Matched CSTA 0.15; shared tokens sequence, events"
AL,1,DLCS.18.1.2,Order events into a logical sequence or algorithm.,4.2 Holiday Fun,CS Adventures with VR,"Matched CSTA 0.13; shared tokens sequence, into"
AL,1,DLCS.18.1.2,Order events into a logical sequence or algorithm.,4.2 Holiday Fun,CS Adventures with VR,Matched CSTA 0.07; shared tokens algorithm
AL,1,DLCS.18.1.2,Order events into a logical sequence or algorithm.,4.3 Passion Project,CS Adventures with VR,"Matched CSTA 0.15; shared tokens sequence, events"
AL,1,DLCS.18.1.2,Order events into a logical sequence or algorithm.,4.3 Passion Project,CS Adventures with VR,"Matched CSTA 0.13; shared tokens sequence, into"
AL,1,DLCS.18.1.2,Order events into a logical sequence or algorithm.,4.3 Passion Project,CS Adventures with VR,Matched CSTA 0.07; shared tokens algorithm
AL,1,DLCS.18.1.2,Order events into a logical sequence or algorithm.,5.1 Picnic Party,CS Adventures with VR,"Matched CSTA 0.15; shared tokens sequence, events"
AL,1,DLCS.18.1.2,Order events into a logical sequence or algorithm.,5.1 Picnic Party,CS Adventures with VR,"Matched CSTA 0.13; shared tokens sequence, into"
AL,1,DLCS.18.1.2,Order events into a logical sequence or algorithm.,5.1 Picnic Party,CS Adventures with VR,Matched CSTA 0.07; shared tokens algorithm
AL,1,DLCS.18.1.2,Order events into a logical sequence or algorithm.,5.2 Dinosaur Safari,CS Adventures with VR,"Matched CSTA 0.15; shared tokens sequence, events"
AL,1,DLCS.18.1.2,Order events into a logical sequence or algorithm.,5.2 Dinosaur Safari,CS Adventures with VR,"Matched CSTA 0.13; shared tokens sequence, into"
AL,1,DLCS.18.1.2,Order events into a logical sequence or algorithm.,5.2 Dinosaur Safari,CS Adventures with VR,Matched CSTA 0.07; shared tokens algorithm
AL,1,DLCS.18.1.2,Order events into a logical sequence or algorithm.,5.3 Passion Project,CS Adventures with VR,"Matched CSTA 0.15; shared tokens sequence, events"
AL,1,DLCS.18.1.2,Order events into a logical sequence or algorithm.,5.3 Passion Project,CS Adventures with VR,"Matched CSTA 0.13; shared tokens sequence, into"
AL,1,DLCS.18.1.2,Order events into a logical sequence or algorithm.,5.3 Passion Project,CS Adventures with VR,Matched CSTA 0.07; shared tokens algorithm
AL,1,DLCS.18.1.3,Construct elements of a simple computer program in collaboration with others.,0.4 Screen Smarties,CS Adventures with VR,Matched CSTA 0.09; shared tokens others
AL,1,DLCS.18.1.3,Construct elements of a simple computer program in collaboration with others.,0.6 Digital Citizenship,CS Adventures with VR,Matched CSTA 0.09; shared tokens others
AL,1,DLCS.18.1.3,Construct elements of a simple computer program in collaboration with others.,0.7 Respecting Others' Work,CS Adventures with VR,Matched CSTA 0.09; shared tokens others
AL,1,DLCS.18.1.3,Construct elements of a simple computer program in collaboration with others.,0.7 Respecting Others' Work,CS Adventures with VR,Matched CSTA 0.06; shared tokens others
AL,1,DLCS.18.1.3,Construct elements of a simple computer program in collaboration with others.,1.1 Dinosaur Hero,CS Adventures with VR,Matched CSTA 0.09; shared tokens others
AL,1,DLCS.18.1.3,Construct elements of a simple computer program in collaboration with others.,1.2 Find the Fish,CS Adventures with VR,Matched CSTA 0.09; shared tokens others
AL,1,DLCS.18.1.3,Construct elements of a simple computer program in collaboration with others.,1.3 Mail Grab!,CS Adventures with VR,Matched CSTA 0.09; shared tokens others
AL,1,DLCS.18.1.3,Construct elements of a simple computer program in collaboration with others.,2.1 Animal Rescue,CS Adventures with VR,Matched CSTA 0.09; shared tokens others
AL,1,DLCS.18.1.3,Construct elements of a simple computer program in collaboration with others.,2.2 Halloween Parade,CS Adventures with VR,Matched CSTA 0.09; shared tokens others
AL,1,DLCS.18.1.3,Construct elements of a simple computer program in collaboration with others.,2.3 Backyard Dance Party,CS Adventures with VR,Matched CSTA 0.09; shared tokens others
